9812,2024,null,Porsche 911 Carrera RS 2.7,#77B5FE,Factory Fresh Mini Collection (2024),4/10,https://static.wikia.nocookie.net/hotwheels/images/3/39/1973Porsche911.jpg/revision/latest?cb=20231003115019
9717,2023,null,'69 Ford Mustang Boss 302,#FF7538,Then and Now Mini Collection (2023),10/10,https://static.wikia.nocookie.net/hotwheels/images/5/5f/MustangBoss2023_HKJ48.jpg/revision/latest?cb=202310081112155
9549,2023,null,'72 Stingray Convertible,#353839,HW Roadsters Mini Collection (2023),8/10,https://static.wikia.nocookie.net/hotwheels/images/a/ae/HKK12-LOOSE.jpg/revision/latest?cb=20230729084037
9763,2024,null,'70 Plymouth Barracuda,#353839,HW Roadsters Mini Collection (2024),3/5,https://static.wikia.nocookie.net/hotwheels/images/b/bb/HTC13.jpg/revision/latest?cb=20230917100538
9788,2024,null,'18 Camaro SS,grey,HW Dream Garage Mini Collection (2024),2/5,https://static.wikia.nocookie.net/hotwheels/images/1/15/2024_STH_B_CASE_18_Camaro_SS.jpg/revision/latest?cb=20230926075655
9484,2023,null,Aston Martin Vantage GTE,#ffd300,HW Turbo Mini Collection (2023),2/5,https://static.wikia.nocookie.net/hotwheels/images/7/77/HKK84.jpg/revision/latest?cb=20230618092524
9483,2023,null,Aston Martin Vantage GTE,#ffd300,HW Turbo Mini Collection (2023),2/5,https://static.wikia.nocookie.net/hotwheels/images/3/35/AMRGulf.jpg/revision/latest?cb=20230209090548
